,jokes,whtsapp_lnk
61,"Girl: Do U Like Me?? Boy: No (Girl Got Sad) Boy: Why R U Sad? Girl: Bcoz U Don't Like Me. Boy: U Never Asked That Do U Love Me. Girl: Awww! OK, Do U Love Me?? Boy: No..!","https://api.whatsapp.com/send?text=Girl:%20Do%20U%20Like%20Me??

Boy:%20No

(Girl%20Got%20Sad)

Boy:%20Why%20R%20U%20Sad?

Girl:%20Bcoz%20U%20Don't%20Like%20Me.

Boy:%20U%20Never%20Asked%20That%20Do%20U%20Love%20Me.

Girl:%20Awww!%20OK,%20Do%20U%20Love%20Me??

Boy:%20No..!"
62,Teacher: Why There Are Different Types Of Blood Groups?? Pappu: QK Sir Macharon Ko Bhi To Different Flavour Chahiye Hota Hai Na..!,"https://api.whatsapp.com/send?text=Teacher:%20Why%20There%20Are%20Different%20Types%20Of%20Blood%20Groups??

Pappu:%20QK%20Sir%20Macharon%20Ko%20Bhi%20To%20Different%20Flavour%20Chahiye%20Hota%20Hai%20Na..!"
63,"Admi: ""Doctor, Kiya Aap Ko Yaqen Hai K Mujhy Namoniya Hai? Mujhy Pata Chala Hai K Jise Namoniya Hota Hai Wo Akhir Typhoid Se Mar Jata hai.. Doctor: Aap Fikar Mat Karen, Me Agar Namoniya Ka Elaaj Kerta Hun To Wo Admi Sirf Namoniya Se Hi Marta Hai.. !",https://api.whatsapp.com/send?text=Admi:%20
64,"If U Marry The Right Person, Everyday Is Valentine's Day. Marry The Wrong Person, Everyday Is Martyrs Day. Mary A Lazy Person, Everyday Is Labour Day. Marry A Rich Person, Everyday Is New Year's Day. If U Marry An Immatured Person, Everyday Would Seem Like Children's Day. Marry A Cheater Or Liar, Everyday Will Become April Fool's Day. So Don't Get Married, Then Everyday Is Independence Day.. !","https://api.whatsapp.com/send?text=If%20U%20Marry%20The%20Right%20Person,%20Everyday%20Is%20Valentine's%20Day.

Marry%20The%20Wrong%20Person,%20Everyday%20Is%20Martyrs%20Day.

Mary%20A%20Lazy%20Person,%20Everyday%20Is%20Labour%20Day.

Marry%20A%20Rich%20Person,%20Everyday%20Is%20New%20Year's%20Day.

If%20U%20Marry%20An%20Immatured%20Person,%20Everyday%20Would%20Seem%20Like%20Children's%20Day.

Marry%20A%20Cheater%20Or%20Liar,%20Everyday%20Will%20Become%20April%20Fool's%20Day.

So%20Don't%20Get%20Married,
Then%20Everyday%20Is%20Independence%20Day..%20!"
65,"Mere Mazhab Me Sharab Peena Haram Hai, . Janab..! . Isi Liye Tere Gham Me LASSI Pita Hun, Gham Bhi Door, Garmi Bhi Door..!","https://api.whatsapp.com/send?text=Mere%20Mazhab%20Me%20Sharab%20Peena%20Haram%20Hai,

.
Janab..!
.

Isi%20Liye%20Tere%20Gham%20Me%20LASSI%20Pita%20Hun,

Gham%20Bhi%20Door,
Garmi%20Bhi%20Door..!"
66,Pakistani Larkiyan Khubsurti Me First Prize Leny Hi Wali Thin K Achanak Judges Ki Nazar Un K Peron Per Chali Gai..!,"https://api.whatsapp.com/send?text=Pakistani%20Larkiyan%20Khubsurti%20Me%20

First%20Prize%20Leny%20Hi%20Wali%20Thin%20K

Achanak%20Judges%20Ki%20Nazar%20

Un%20K%20Peron%20Per%20Chali%20Gai..!"
67,"Is Garmi Me Subha Ka Nikla Hua Agar Shaam Ko Ghar Aaye To Usay ""Bhoola"" Nahi Balke ""Bhuna Hua"" Kehty Hen..!","https://api.whatsapp.com/send?text=Is%20Garmi%20Me

Subha%20Ka%20Nikla%20Hua

Agar%20Shaam%20Ko%20Ghar%20Aaye%20To

Usay%20"
68,".. SCHOOL LIFE .. ""Most Irritating Moment: Morning Alarm... . Most Difficult Task: To Find Socks... . Most Dreadful Journey: Way To Class... . Most Lovely Time: Meeting Friends... . Most Tragic Moment: Surprise Test In first Period.. . Most Wonderful News: Teacher Is Absent.. :-D","https://api.whatsapp.com/send?text=..%20SCHOOL%20LIFE%20..%20

"
69,"Breaking News.. 31 December Ko Load Shedding Ka Aakhri Din Hoga.. (Wazeer Aazam Ka Bayan) , , , , , Baki Ki Load Shedding nai pakistan mai hogi. :-D","https://api.whatsapp.com/send?text=Breaking%20News..%20

31%20December%20Ko%20Load%20Shedding%20Ka%20Aakhri%20Din%20Hoga..
(Wazeer%20Aazam%20Ka%20Bayan)%20
,
,
,
,
,
Baki%20Ki%20Load%20Shedding%20nai%20pakistan%20mai%20hogi.%20:-D"
70,"Bivi: Aapki Shadi Itni Late Q Hui?? Husband: Sadqay Ki Waja Se. Wife Herani Se: Wo Kese?? Husband: Me Sadqa Bohat Diya Kerta Tha QK Sadqa Buri Balaon Ko Taal Deta Hai, Bas Is Saal Masrufiyat Ki Waja Se Nahi De Saka To Ho Gai Shadi..!","https://api.whatsapp.com/send?text=Bivi:%20Aapki%20Shadi%20Itni%20Late%20Q%20Hui??

Husband:%20Sadqay%20Ki%20Waja%20Se.

Wife%20Herani%20Se:%20Wo%20Kese??

Husband:%20Me%20Sadqa%20Bohat%20Diya%20Kerta%20Tha%20QK%20

Sadqa%20Buri%20Balaon%20Ko%20Taal%20Deta%20Hai,

Bas%20Is%20Saal%20Masrufiyat%20Ki%20Waja%20Se%20Nahi%20De%20Saka%20To%20Ho%20Gai%20Shadi..!"
71,"2 Police Officers Crash Their Car Into A Tree. After A Moment Of Silence, One Of Them Says, ""Wow, That's Got To Be The Fastest We Ever Got To The Accident Site.""!","https://api.whatsapp.com/send?text=2%20Police%20Officers%20Crash%20Their%20Car%20Into%20A%20Tree.

After%20A%20Moment%20Of%20Silence,%20One%20Of%20Them%20Says,

"
72,"Teacher: Is Shair Ka Matlab Batao..? ""Shak To Tha K Mohabbat Me Khasary Hongy,, Yaqeen Na Tha K Saray Hi Hamary Hongy.."" Pappu: Sir, Is Shair Me Shayer Apni Mehbuba Ko Easy Load Kerwa Ker Thak Chuka Hai..!","https://api.whatsapp.com/send?text=Teacher:%20Is%20Shair%20Ka%20Matlab%20Batao..?

"
73,Aapki Smile Ny Sara Jahan Sula Diya.. Wah Wah.. Aapki Smile Ny Sara Jahan Hila Diya.. Coma Se Jagy Mareez Ko Permanent Hi Sula Diya..!,"https://api.whatsapp.com/send?text=Aapki%20Smile%20Ny%20Sara%20Jahan%20Sula%20Diya..

Wah%20Wah..

Aapki%20Smile%20Ny%20Sara%20Jahan%20Hila%20Diya..

Coma%20Se%20Jagy%20Mareez%20Ko%20Permanent%20Hi%20Sula%20Diya..!"
74,"2 Police Officers Crash Their Car Into A Tree. After A Moment Of Silence, One Of Them Says, ""Wow, That's Got To Be The Fastest We Ever Got To The Accident Site.""","https://api.whatsapp.com/send?text=2%20Police%20Officers%20Crash%20Their%20Car%20Into%20A%20Tree.

After%20A%20Moment%20Of%20Silence,%20One%20Of%20Them%20Says,

"
75,one Employee to Other: Aap K Father Kiya Kerty Hen?? second: Ji Wo Jutay Bnatay Hen. first: Phir Unhon ne Aapko Mochi Q Nahi Banaya? first Admi Ny Sharminda Ho Ker second Se Pucha: Aap K Father Kiya Kerty Hen?? second: Wo Ek Shareef Insan Hen. first: Phir Unhon Ne Aapko Shareef Q Nahi Banaya? :-D,"https://api.whatsapp.com/send?text=one%20Employee%20to%20Other:%20Aap%20K%20Father%20Kiya%20Kerty%20Hen??%20

second:%20Ji%20Wo%20Jutay%20Bnatay%20Hen.%20

first:%20Phir%20Unhon%20ne%20Aapko%20Mochi%20Q%20Nahi%20Banaya?%20

first%20Admi%20Ny%20Sharminda%20Ho%20Ker%20second%20Se%20Pucha:
Aap%20K%20Father%20Kiya%20Kerty%20Hen??%20

second:%20Wo%20Ek%20Shareef%20Insan%20Hen.%20

first:%20Phir%20Unhon%20Ne%20Aapko%20Shareef%20Q%20Nahi%20Banaya?%20:-D"
76,"shoher: Tum Itni Udaas Q Ho? Kiya Hua?? Begum: Tumhare Laptop Me Ek Folder ""My Documents"" K Naam Se Hai, Jab K Uska Naam ""Our Documents"" Hona Chahiye Tha, Is Ka Matlab Hai K Tum Mujh Se Piyar Nahi Kerty, Jao Me Tum Se Baat Nahi Kerti.. :-D","https://api.whatsapp.com/send?text=shoher:%20Tum%20Itni%20Udaas%20Q%20Ho?%20Kiya%20Hua??

Begum:%20Tumhare%20Laptop%20Me%20Ek%20Folder%20"
77,Hi Friends..! I am Switching Off My Cell Due 2 Exams As I Have 2 Work Hard. Plz Contact Me After . 15 Minutes.. . Tab Tak Mera Bhoot Utar Jayega..!,"https://api.whatsapp.com/send?text=Hi%20Friends..!

I%20am%20Switching%20Off%20My%20Cell%20Due%202%20Exams%20
As%20I%20Have%202%20Work%20Hard.%20
Plz%20Contact%20Me%20After%20
.
15%20Minutes..%20
.
Tab%20Tak%20Mera%20Bhoot%20Utar%20Jayega..!"
78,"Husband: Tum Itni Udaas Quin Ho? Kiya Hua?? Wife: Tumhare Laptop Me Ek Folder ""My Documents"" K Naam Se Hai, Jab K Uska Naam ""Our Documents"" Hona Chahiye Tha, Is Ka Matlab Hai K Tum Mujh Se Piyar Nahi Kerty, Jao Me Tum Se Baat Nahi Kerti.. :-D","https://api.whatsapp.com/send?text=Husband:%20Tum%20Itni%20Udaas%20Quin%20Ho?%20Kiya%20Hua??

Wife:%20Tumhare%20Laptop%20Me%20Ek%20Folder%20"
79,1st Employee 2 Other: Aap K Father Kiya Kerty Hen?? 2nd: Ji Wo Jutay Bnatay Hen. 1st: Phir Unhon ne Aapko Mochi Quin Nahi Banaya? 1st Admi Ny Sharminda Ho Ker 2nd Se Pucha: Aap K Father Kiya Kerty Hen?? 2nd: Wo Ek Shareef Insan Hen. 1st: Phir Unhon Ne Aapko Shareef Quin Nahi Banaya? :-D,"https://api.whatsapp.com/send?text=1st%20Employee%202%20Other:%20Aap%20K%20Father%20Kiya%20Kerty%20Hen??%20

2nd:%20Ji%20Wo%20Jutay%20Bnatay%20Hen.%20

1st:%20Phir%20Unhon%20ne%20Aapko%20Mochi%20Quin%20Nahi%20Banaya?%20

1st%20Admi%20Ny%20Sharminda%20Ho%20Ker%202nd%20Se%20Pucha:
Aap%20K%20Father%20Kiya%20Kerty%20Hen??%20

2nd:%20Wo%20Ek%20Shareef%20Insan%20Hen.%20

1st:%20Phir%20Unhon%20Ne%20Aapko%20Shareef%20Quin%20%20Nahi%20Banaya?%20:-D"
80,"Ek Memon se Marny k Baad Farishton ne Pucha: Koi Neki ki Thi Duniya Me? Memon: ""Haan Ek Faqeer ko 1 Rupiya Dia Tha, 1 Masjid Me 1 Lota Rakhwaya Tha, 1 Hospital ko 6 Rupay Diye Thy.. Farishton ne Kaha: Ye Le Apne 7 Rupay, Lota Pakarr Aur Dozakh me Chal. Shabashh... :-D","https://api.whatsapp.com/send?text=Ek%20Memon%20se%20Marny%20k%20Baad%20Farishton%20ne%20Pucha:
Koi%20Neki%20ki%20Thi%20Duniya%20Me?%20

Memon:%20"
81,Larka: Kiya Ker Rahi Ho?? . Larki: Wuzu Ker K Namaz Parhny Lagi Hun. Tum Kiya Ker Rahy Ho?? . Larka: Me Bhi Market Me Tumhare Pichy Pichy Tasbeeh Parh Raha Hun..!,"https://api.whatsapp.com/send?text=Larka:%20Kiya%20Ker%20Rahi%20Ho??
.
Larki:%20Wuzu%20Ker%20K%20Namaz%20Parhny%20Lagi%20Hun.
Tum%20Kiya%20Ker%20Rahy%20Ho??
.
Larka:%20Me%20Bhi%20Market%20Me%20Tumhare%20Pichy%20Pichy%20Tasbeeh%20Parh%20Raha%20Hun..!"
82,"Breaking News.. 31 December Ko Load Shedding Ka Aakhri Din Hoga.. (Wazeer Aazam Ka Bayan) , , , Baki Ki Load Shedding Aglay Saal Hogi.. !","https://api.whatsapp.com/send?text=Breaking%20News..%20

31%20December%20Ko%20Load%20Shedding%20Ka%20Aakhri%20Din%20Hoga..
(Wazeer%20Aazam%20Ka%20Bayan)%20
,
,
,

Baki%20Ki%20Load%20Shedding%20Aglay%20Saal%20Hogi..%20!"
83,80% Of Final Exam Will Be Based On The Lectures You Missed And.. The Books You Did't Read.. :-( How Sad.. :-) Hahhahaha:-!,"https://api.whatsapp.com/send?text=80%%20Of%20Final%20Exam%20Will%20Be%20Based%20On

The%20Lectures%20You%20Missed%20

And..

The%20Books%20You%20Did't%20Read..%20:-(

How%20Sad..%20:-)

Hahhahaha:-!"
84,Aapki Smile Ny Sara Jahan Sula Diya.. Wah Wah..! Aapki Smile Ny Sara Jahan Hila Diya.. Coma Se Jagy Mareez Ko Permanent Hi Sula Diya.. !,"https://api.whatsapp.com/send?text=Aapki%20Smile%20Ny%20Sara%20Jahan%20Sula%20Diya..

Wah%20Wah..!

Aapki%20Smile%20Ny%20Sara%20Jahan%20Hila%20Diya..

Coma%20Se%20Jagy%20Mareez%20Ko%20Permanent%20Hi%20Sula%20Diya..%20!"
85,"Aap Ek Bohat Achhe Imaandar Khubsurat Tameezdaar Samjhadaar Pyare Aur Talented Insaan ho, . Zara Pata Karo, Ye Afwaah Kon Ura Raha Hai.. !","https://api.whatsapp.com/send?text=Aap%20Ek%20Bohat%20Achhe

Imaandar

Khubsurat

Tameezdaar

Samjhadaar

Pyare

Aur%20Talented%20

Insaan%20ho,
.
Zara%20Pata%20Karo,
Ye%20Afwaah%20Kon%20Ura%20Raha%20Hai..%20!"
86,"Maine ek chote bache se pocha Kon se school mein jaate ho? Bacha: Main jata ni, mujh bheja jata hai!","https://api.whatsapp.com/send?text=Maine%20ek%20chote%20bache%20se%20pocha
Kon%20se%20school%20mein%20jaate%20ho?
Bacha:%20Main%20jata%20ni,%20mujh%20bheja%20jata%20hai!"
87,"THREE Most Innocent Faces In The World.. . ' 1- ""A Sleeping Baby."" : 2- ""Udhar Mangane Wala Aadmi"" ; And The Third Most Innocent Face; ; 3- ""Hamare Parents k Samne Betha Hua Apna Dost."" :-) :-D","https://api.whatsapp.com/send?text=THREE%20Most%20Innocent%20Faces%20In%20The%20World..
.
'
1-%20"
88,"~SOLID INSULT~ ""When I See Your Face, There is Not A Thing That I Would Change.. Except The Direction I Am Walking In.. :-D","https://api.whatsapp.com/send?text=~SOLID%20INSULT~%20

"
89,"Email Jitni Marzi Taraqqi Ker Le, Magar,, Khabar Phelanay Ka Tez Tareen Zarya Aaj Bhi Shabbir Hi Hai.. :-D","https://api.whatsapp.com/send?text=Email%20Jitni%20Marzi%20Taraqqi%20Ker%20Le,
Magar,,
Khabar%20Phelanay%20Ka%20Tez%20Tareen%20Zarya%20
Aaj%20Bhi
Shabbir%20Hi%20Hai..%20:-D"
90," THREE Most Innocent Faces In The World.. . ' 1- ""A Sleeping Baby."" : 2- ""Udhar Mangane Wala Aadmi"" ; And The Third Most Innocent Face; ; 3- ""Hamare Parents k Samne Betha Hua Apna Friend."" :-) :-D","https://api.whatsapp.com/send?text=
THREE%20Most%20Innocent%20Faces%20In%20The%20World..
.
'
1-%20"
91,"I Cried When I Failed In 2 Subjects, . . . . . . But . . . . . . I laughed When I Came To Know My Friend Failed In 4 Subjects... ;-) :-P","https://api.whatsapp.com/send?text=I%20Cried%20When%20I%20Failed
In%202%20Subjects,
.
.
.
.
.
.
But
.
.
.
.
.
.
I%20laughed%20When%20I%20Came%20To
Know%20My%20Friend%20Failed%20In%204
Subjects...%20;-)%20:-P"
92,"Me Saabit Ker Sakta Hun K Aap Ko English Nahi Aati.. . Up Up Up Up Up Bas Saabit Hua K Aap Ko Up Ka Matlab Nahi Malum, Warna Aap Nichy Nahi Aaty.!","https://api.whatsapp.com/send?text=Me%20Saabit%20Ker%20Sakta%20Hun%20K%20
Aap%20Ko%20English%20Nahi%20Aati..
.
Up


Up


Up


Up


Up

Bas%20Saabit%20Hua%20K%20Aap%20Ko%20
Up%20Ka%20Matlab%20Nahi%20Malum,%20
Warna%20Aap%20Nichy%20Nahi%20Aaty.!"
93,"Maine ek chote bache se pocha Kon se school mein jaate ho? Bacha: Main jata ni, mujh bheja jata hai!","https://api.whatsapp.com/send?text=Maine%20ek%20chote%20bache%20se%20pocha
Kon%20se%20school%20mein%20jaate%20ho?
Bacha:%20Main%20jata%20ni,%20mujh%20bheja%20jata%20hai!"
94,Apni DP dekhain Phir apni chaira Mirror me dekhain Ab Faisla karein Kya Corruption sirf Syasat Daan kar rahay hain? :) :) :),"https://api.whatsapp.com/send?text=Apni%20DP%20dekhain
Phir%20apni%20chaira%20Mirror%20me%20dekhain
Ab%20Faisla%20karein
Kya%20Corruption%20sirf%20Syasat%20Daan%20kar%20rahay%20hain?%20:)%20:)%20:)"
95,Mujhse Woh Kehti Hai k Tumhari Zindagi ko khubsurat Bana dungi . . . . . . . . . . Banana Usko ‘Maggie’ bhi nahi aata … . . Per Confidence Dekho larki ka ;-):-D,"https://api.whatsapp.com/send?text=Mujhse%20Woh%20Kehti%20Hai%20k%20Tumhari%20Zindagi%20ko%20khubsurat%20Bana%20dungi

.

.

.%20.%20.%20.%20.%20.%20.%20.

Banana%20Usko%20‘Maggie’%20bhi%20nahi%20aata%20…

.

.



Per%20Confidence%20Dekho%20larki%20ka%20;-):-D"
96,Aik banda 10 din se soya nahain leakin phir bhee taza dum thaa. Kyoun? Kyoun kay woah rozana raat ko 8 ghante sota hai.,"https://api.whatsapp.com/send?text=Aik%20banda%2010%20din%20se%20soya%20nahain%20leakin%20phir%20bhee%20taza%20dum%20thaa.%20Kyoun?%20
Kyoun%20kay%20woah%20rozana%20raat%20ko%208%20ghante%20sota%20hai."
97,"Jis tarah heeray ko heera kaatta hai, lohay ko loha kaatta hai, dekh lena theek usi tarah tumhe bhi ek din KUTTA katay ga.!","https://api.whatsapp.com/send?text=Jis%20tarah%20heeray%20ko%20heera%20kaatta%20hai,%20lohay%20ko%20loha%20kaatta%20hai,%20dekh%20lena%20theek%20usi%20tarah%20tumhe%20bhi%20ek%20din%20KUTTA%20katay%20ga.!"
98,"Father 2 Son: Can U Do Anything Fast That I Can't ? . . Son: Ya Father, I Can Read My Handwriting Faster Than U.. :-D","https://api.whatsapp.com/send?text=Father%202%20Son:%20Can%20U%20Do%20Anything%20Fast%20That%20I%20Can't%20?
.
.
Son:%20Ya%20Father,%20I%20Can%20Read%20My%20Handwriting%20Faster%20Than%20U..%20:-D"
99,Chaand Per Tumhara Naam Likhny Ko Ji Chahta Hai.. Per Kiya Karen Ye Khayal Hi Subha Ko Aata Hai.. :-D,"https://api.whatsapp.com/send?text=Chaand%20Per%20Tumhara%20Naam%20Likhny%20Ko%20Ji%20Chahta%20Hai..

Per%20Kiya%20Karen%20Ye%20Khayal%20Hi%20Subha%20Ko%20Aata%20Hai..%20:-D"
100,"Lo Mera Ek Sher Arz Hai.. . ""Idhar b Sitam ho Gaya, Udar b Sitam ho Gaya."" . . . . Msg Delete ker Do, Sher Khatam Ho Gaya.","https://api.whatsapp.com/send?text=Lo%20Mera%20Ek%20Sher%20Arz%20Hai..
.
"
101,Mujhse Woh Kehti Hai k Tumhari Zindagi ko Jannat Bana dungi . . . . . . . . . . Banana Usko ‘Maggie’ bhi nahi aata … . . Per Confidence Dekho larki ka ;-):-D,"https://api.whatsapp.com/send?text=Mujhse%20Woh%20Kehti%20Hai%20k%20Tumhari%20Zindagi%20ko%20Jannat%20Bana%20dungi

.

.

.%20.%20.%20.%20.%20.%20.%20.

Banana%20Usko%20‘Maggie’%20bhi%20nahi%20aata%20…

.

.



Per%20Confidence%20Dekho%20larki%20ka%20;-):-D"
102,"Ek Baar Jaan Mangkar To Dekho, Ek Baar Yaad Karke To Dekho, Bas Ek Baar Pukar Kar To Dekho.. Agar Hum Na Aaye To Samajh Lena, K HUM So Rahe Hen.. :-D","https://api.whatsapp.com/send?text=Ek%20Baar%20Jaan%20Mangkar%20To%20Dekho,

Ek%20Baar%20Yaad%20Karke%20To%20Dekho,

Bas%20Ek%20Baar%20Pukar%20Kar%20To%20Dekho..

Agar%20Hum%20Na%20Aaye%20To%20Samajh%20Lena,

K%20HUM%20So%20%20Rahe%20Hen..%20:-D"
103,"Pathan: Ye Bakra Kitny Ka Hai.?? Admi: 30,000 Ka.. Pathan Heran Ho Ker: O Yara Ye Kiya Touch Screen Wala Bakra Hai.. :-D","https://api.whatsapp.com/send?text=Pathan:%20Ye%20Bakra%20Kitny%20Ka%20Hai.??

Admi:%2030,000%20Ka..

Pathan%20Heran%20Ho%20Ker:

O%20Yara%20Ye%20Kiya%20Touch%20Screen%20Wala%20Bakra%20Hai..%20:-D"
104,"Ek Pathan Chilgozy Kha Raha Tha.. Us ky bhai Ny Kaha: ""Khan Saab Mujhy Bhi Chakhhao. Pathan Ny Ek Chilgoza Usy De Diya. uska bhai: Sirf Ek..?? Pathan: Haan Baki Sab Ka Zaiqa Bhi Aisa Hi Hai.. :-D Hahhaha","https://api.whatsapp.com/send?text=Ek%20Pathan%20Chilgozy%20Kha%20Raha%20Tha..

Us%20ky%20bhai%20Ny%20Kaha:
"
105,Syllabus Of 1998.. A For APPLE.. B For BALL.. C For Cow.. D For DOG.. . . Syllabus Of 2018.. A For AATA.. B For BIJLI.. C For CHEENI.. & D For DHAMAKAY.. :-D,"https://api.whatsapp.com/send?text=Syllabus%20Of%201998..
A%20For%20APPLE..
B%20For%20BALL..
C%20For%20Cow..
D%20For%20DOG..%20
.
.
Syllabus%20Of%202018..
A%20For%20AATA..
B%20For%20BIJLI..
C%20For%20CHEENI..
&%20D%20For%20DHAMAKAY..%20:-D"
106,"Batao aisa kiya karen k Saanp bhi mar jaye aur Laathi bhi na tootay ? , , PATHAN: Baloon se maar do:","https://api.whatsapp.com/send?text=Batao%20aisa%20kiya%20karen%20k%20Saanp%20bhi%20mar%20jaye%20aur%20Laathi%20bhi%20na%20tootay%20?
,
,
PATHAN:
Baloon%20%20se%20maar%20do:"
107,Syllabus Of 1998.. A For APPLE.. B For BALL.. C For CAT.. D For DOG.. . . Syllabus Of 2018.. A For AATA.. B For BIJLI.. C For CHEENI.. & D For DHAMAKAY.. :-D ,"https://api.whatsapp.com/send?text=Syllabus%20Of%201998..
A%20For%20APPLE..
B%20For%20BALL..
C%20For%20CAT..
D%20For%20DOG..%20
.
.
Syllabus%20Of%202018..
A%20For%20AATA..
B%20For%20BIJLI..
C%20For%20CHEENI..
&%20D%20For%20DHAMAKAY..%20:-D

"
108,"Machar marnay ka tareqa! Pehle 1 zinda machar pakrain, phir us ky qanday ek baar left ek baar right zameen pe lita dein aur usay gudgudi karain jaisay hi machar hasne k liye moon kholay to usay MORTEIN pila dein. ","https://api.whatsapp.com/send?text=Machar%20marnay%20ka%20tareqa!
Pehle%201%20zinda%20machar%20pakrain,%20phir%20us%20ky%20qanday%20ek%20baar%20left%20ek%20baar%20right%20%20zameen%20pe%20lita%20dein%20%20aur%20usay%20gudgudi%20karain%20jaisay%20hi%20machar%20hasne%20k%20liye%20moon%20kholay%20to%20usay%20MORTEIN%20pila%20dein.
%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20
"
109,"SARDAR: Batao aisa kiya karen k Saanp bhi mar jaye aur Laathi bhi na tootay ? , , PATHAN: Jootay se maar do:)","https://api.whatsapp.com/send?text=SARDAR:
Batao%20aisa%20kiya%20karen%20k%20Saanp%20bhi%20mar%20jaye%20aur%20Laathi%20bhi%20na%20tootay%20?
,
,
PATHAN:
Jootay%20se%20maar%20do:)"
110,"Machar marnay ka tareqa! Pehle 1 zinda machar pakrain, phir usay zameen pe lita dein aur usay gudgudi karain jaisay hi machar hasne k liye moon kholay to usay MORTEIN pila dein.","https://api.whatsapp.com/send?text=Machar%20marnay%20ka%20tareqa!
Pehle%201%20zinda%20machar%20pakrain,%20phir%20usay%20zameen%20pe%20lita%20dein%20aur%20usay%20gudgudi%20karain%20jaisay%20hi%20machar%20hasne%20k%20liye%20moon%20kholay%20to%20usay%20MORTEIN%20pila%20dein."
111,"Jis tarah heeray ko heera kaatta hai, lohay ko loga kaatta hai, dekh lena theek usi tarah tumhe bhi ek din KUTTA katay ga.","https://api.whatsapp.com/send?text=Jis%20tarah%20heeray%20ko%20heera%20kaatta%20hai,%20lohay%20ko%20loga%20kaatta%20hai,%20dekh%20lena%20theek%20usi%20tarah%20tumhe%20bhi%20ek%20din%20KUTTA%20katay%20ga."
112,"Maine ek chote bache se pocha Kon se school mein jaate ho? Bacha: Main jata ni, mujh bheja jata hai","https://api.whatsapp.com/send?text=Maine%20ek%20chote%20bache%20se%20pocha
Kon%20se%20school%20mein%20jaate%20ho?
Bacha:%20Main%20jata%20ni,%20mujh%20bheja%20jata%20hai"
113,Apni DP dekhain Phir apni shakal Mirror me dekhain Ab Faisla karein Kya Corruption sirf Syasat Daan kar rahay hain? :) :) :),"https://api.whatsapp.com/send?text=Apni%20DP%20dekhain
Phir%20apni%20shakal%20Mirror%20me%20dekhain
Ab%20Faisla%20karein
Kya%20Corruption%20sirf%20Syasat%20Daan%20kar%20rahay%20hain?%20:)%20:)%20:)"
114,Mujhse Woh Kehti Hai k Tumhari Zindagi ko Jannat Bana dungi . . . . . . . . . . Banana Usko ‘Maggie’ bhi nahi aata … . . Per Confidence Dekho Bandi ka ;-):-D,"https://api.whatsapp.com/send?text=Mujhse%20Woh%20Kehti%20Hai%20k%20Tumhari%20Zindagi%20ko%20Jannat%20Bana%20dungi

.

.

.%20.%20.%20.%20.%20.%20.%20.

Banana%20Usko%20‘Maggie’%20bhi%20nahi%20aata%20…

.

.

%20

Per%20Confidence%20Dekho%20Bandi%20ka%20;-):-D"
115,"All The Electrons Were Having Party. Suddenly Protons Attacked Them. A Hero Came And Saved The Electrons. Electrons Asked Hero: ""Who R U??"" Hero Said: ""BOND.. COVALENT BOND"" :-D","https://api.whatsapp.com/send?text=All%20The%20Electrons%20Were%20Having%20Party.

Suddenly%20Protons%20Attacked%20Them.

A%20Hero%20Came%20And%20Saved%20The%20Electrons.

Electrons%20Asked%20Hero:%20"
116,Yaar Samajh Me Nahi Aa Raha K Subha Office Kese Jaun..?? Naye Pakistan K Raasty Bhi Nahi Maloom Mujhy To.. :-D,"https://api.whatsapp.com/send?text=Yaar%20Samajh%20Me%20Nahi%20Aa%20Raha%20K
Subha%20Office%20Kese%20Jaun..??

Naye%20Pakistan%20K%20Raasty%20Bhi%20Nahi%20Maloom%20Mujhy%20To..%20:-D"
117,Apni DP dekhain Phir apni shakal Mirror me dekhain Ab Faisla karein Kya Corruption sirf Syasat Daan kar rahay hain? :) :) :),"https://api.whatsapp.com/send?text=Apni%20DP%20dekhain
Phir%20apni%20shakal%20Mirror%20me%20dekhain
Ab%20Faisla%20karein
Kya%20Corruption%20sirf%20Syasat%20Daan%20kar%20rahay%20hain?%20:)%20:)%20:)"
